gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC044B5BE16	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC092A2325E	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC01633DC81	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC01539071B	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C155763A	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0E09C8768	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0E40282DA	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FC6454F5	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0BB8BF2C5	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	0.017	0.009	0.036	0.014	0.057	0.011	0.018	0.073	0.195
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0D3870098	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C6DC4D50	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC08DBCCFF0	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0EA8ABCFD	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC00367777A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0744E13CB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC037A0554C	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC09DB9D20A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03F728659	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0E53A238E	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0549A759B	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0F9FB6DCB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0ECDD1074	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC071163509	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC070BECDC9	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0592501EA	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0453131F6	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC00EAD4C47	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03760D980	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC042B580A3	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC027893337	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C739EDCE	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC04ABF0023	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0886D58EF	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0AB5FBF10	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC06AD39F88	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C8B6ACF5	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0270AA5D9	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC079D293A2	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC01C274A51	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0FCF853DB	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC050F64BB5	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC01E6BE079	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0E83A4B71	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0804EB2C0	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC0C841033A	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA1	P56199	True	ITA1_HUMAN	integrin_a1b1_complex	CPI-SC03AF43F8B	0.152	0.282	0.207	0.207	0.337	0.214	0.14	0.193	0.254
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0F16EDAB3	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC003C7B6F1	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0EA162039	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGA2B	P08514	True	ITA2B_HUMAN	integrin_a2Bb3_complex	CPI-SC088D2EEF4	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0149E8473	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0F16EDAB3	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC003C7B6F1	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0EA162039	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC0D085D655	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_a2Bb3_complex	CPI-SC088D2EEF4	0.003	0.012	0.023	0.0	0.025	0.008	0.018	0.0	0.025
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC03E67206C	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC06D7BD0F6	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC07763D025	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0AA4C3895	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC045FE8A01	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC02EA03F82	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0FCA446B5	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A5BCC92E	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0F72E9E4E	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0FB36427B	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0F0AC498A	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC060FE7871	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0D3D23FAA	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A6D5D2B1	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC021D4420C	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0C4FD0754	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC042AD06C6	0.119	0.049	0.082	0.058	0.054	0.06	0.049	0.073	0.11
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC00D0AFED0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A6F94686	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BCFC59C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC09C62F412	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC06A152CC0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC03515B178	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01D1C56CC	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0345262E7	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC03D0A4AD2	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC046604E76	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0C8B7BCBB	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0CCB0D955	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC01A5C5096	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC084C79E20	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0D3C12C3F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC00065C95C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0681DB40E	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0F94B7D8F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0D5418330	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0B3564B15	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0C287AFC3	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0E85E1FB0	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04BD52124	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC072376C7B	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0926FDACC	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0CCCF9A7F	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0956F4A31	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0FDD31EAB	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A916E0E2	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0BDD04147	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC04251A46C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0FA343CEF	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC044C2FDA4	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0F179D307	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0B86B7CED	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0D5DDAD29	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC06EEEC092	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A460766C	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	integrin_a2b1_complex	CPI-SC0A2DB962D	0.003	0.0	0.0	0.003	0.007	0.004	0.006	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0B80B8591	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0E5A1BA8E	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0FA241084	0.388	0.862	0.42	0.288	0.319	0.211	0.835	0.233	0.602
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC00B50273B	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	0.114	0.12	0.518	0.247	0.194	0.064	0.03	0.093	0.254
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC034EE8AAA	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC06C0A2080	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC056FC1F11	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC034EE8AAA	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC06C0A2080	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC056FC1F11	0.006	0.012	0.0	0.01	0.022	0.004	0.012	0.0	0.0
ITGB7	P26010	True	ITB7_HUMAN	integrin_aEb7_complex	CPI-SC09D882C18	0.006	0.003	0.0	0.003	0.0	0.004	0.006	0.0	0.0
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC02CB6F5A5	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC0ABE9B7D2	0.039	0.025	0.062	0.014	0.047	0.053	0.043	0.127	0.076
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.26	0.485	0.4	0.298	0.315	0.278	0.366	0.173	0.373
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	0.247	0.485	0.115	0.156	0.294	0.278	0.366	0.173	0.153
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b4_complex	CPI-SC06CB2F292	0.247	0.485	0.115	0.156	0.294	0.278	0.366	0.173	0.153
ITGB4	P16144	True	ITB4_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	0.247	0.485	0.115	0.156	0.294	0.278	0.366	0.173	0.153
ITGB4	P16144	True	ITB4_HUMAN	integrin_a6b4_complex	CPI-SC06CB2F292	0.247	0.485	0.115	0.156	0.294	0.278	0.366	0.173	0.153
ITGA7	Q13683	True	ITA7_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	0.252	0.39	0.18	0.105	0.552	0.195	0.25	0.107	0.254
ITGA8	P53708	True	ITA8_HUMAN	integrin_a8b1_complex	CPI-SC04BC5B245	0.1	0.021	0.154	0.115	0.28	0.068	0.055	0.04	0.068
ITGA8	P53708	True	ITA8_HUMAN	integrin_a8b1_complex	CPI-SC09B2D1C63	0.1	0.021	0.154	0.115	0.28	0.068	0.055	0.04	0.068
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC069FF84F5	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC0EB9B5460	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC0B5F57CE1	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC061E89E41	0.072	0.071	0.125	0.051	0.039	0.09	0.177	0.147	0.076
ITGB2	P05107	True	ITB2_HUMAN	integrin_aDb2_complex	CPI-SC032D980B8	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC00035437A	0.039	0.003	0.02	0.007	0.029	0.008	0.012	0.013	0.025
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0943ECD6E	0.039	0.003	0.02	0.007	0.029	0.008	0.012	0.013	0.025
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0A3A31D04	0.039	0.003	0.02	0.007	0.029	0.008	0.012	0.013	0.025
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0DEE2AF32	0.039	0.003	0.02	0.007	0.029	0.008	0.012	0.013	0.025
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC00D92ECAF	0.05	0.086	0.089	0.068	0.086	0.064	0.085	0.06	0.076
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC003905460	0.05	0.086	0.089	0.068	0.086	0.064	0.085	0.06	0.076
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C09120F1	0.05	0.086	0.089	0.068	0.086	0.064	0.085	0.06	0.076
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC02C7E2DB4	0.05	0.086	0.089	0.068	0.086	0.064	0.085	0.06	0.076
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C93C7670	0.05	0.086	0.089	0.068	0.086	0.064	0.085	0.06	0.076
